Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,log_difference
ITPR3,17,3,4,1,389,16,0,5,0,435,328,328,7.68684488287481
KDR,10,4,1,0,400,37,0,11,0,463,354,354,7.68019925572632
NBAS,13,6,1,0,405,34,0,18,0,477,367,367,7.67889798775635
SIPA1L1,8,6,1,0,368,29,0,8,0,420,315,315,7.67432295144922
SPTBN1,10,2,2,0,351,39,0,6,0,410,306,306,7.67322737421814
NCOR1,23,13,4,0,390,57,0,25,0,512,400,400,7.67227062695241
ASTN1,5,2,0,0,510,38,0,11,1,567,452,452,7.67192662643558
RIMS1,17,2,0,0,458,48,0,8,0,533,420,420,7.66838881036359
AKAP13,14,5,5,1,406,21,0,7,0,459,351,351,7.66782538347443
UBR5,49,15,4,0,384,39,1,13,0,505,394,394,7.66329266821083
COL3A1,11,2,1,0,432,31,0,30,0,507,396,396,7.66125175330405
EP300,26,15,5,1,385,86,0,26,0,544,431,431,7.65945132251693
THOC2,9,4,1,0,329,30,0,14,0,387,286,286,7.65811055069571
RGAG1,8,2,0,0,317,12,1,3,0,343,247,247,7.65629983779186
DIDO1,22,5,0,0,470,27,0,6,0,530,418,418,7.65567365444673
KIAA2026,23,8,1,0,273,22,0,1,0,328,234,234,7.65275234461232
DSEL,15,6,1,0,339,28,0,0,1,390,289,289,7.65139640125399
DCDC1,20,1,1,0,458,43,1,18,0,542,430,430,7.64611763915403
ABCA4,5,2,0,0,382,39,0,23,0,451,345,345,7.64273590594503
FER1L6,30,7,1,1,415,39,0,17,0,510,400,400,7.64230081981588
CHD5,12,6,2,0,420,19,0,22,0,481,373,373,7.63958991570078
TIAM1,3,2,2,0,401,35,0,9,2,454,348,348,7.63851336976983
COL5A3,9,10,0,0,394,33,0,22,0,468,361,361,7.6379210280733
CDH23,12,1,2,0,478,16,0,8,1,518,408,408,7.63505992850532
PLCH1,17,3,0,0,418,34,0,14,0,486,378,378,7.63397512082026
MAP2,23,14,0,0,420,42,0,4,0,503,394,394,7.63294299427732
MYOM2,4,1,0,0,397,31,0,12,0,445,340,340,7.63290500703284
SPTAN1,17,4,4,0,350,45,0,13,0,433,329,329,7.63224048444197
MYH3,9,1,2,1,359,31,0,10,0,413,311,311,7.62656050342545
ABCA8,8,4,0,0,340,36,0,13,1,402,301,301,7.62655036871993
PLCB4,16,4,1,0,361,37,0,18,1,438,334,334,7.62451848185443
TLL1,13,3,0,0,368,37,0,17,0,438,334,334,7.62451848185443
TNR,7,9,1,0,545,35,0,9,0,606,493,493,7.62421201504236
MYH6,11,6,5,0,456,9,0,9,0,496,388,388,7.62354472792461
PCDH17,10,3,0,0,457,27,0,0,0,497,389,389,7.62255765898323
TPR,18,6,4,0,342,43,0,15,1,429,326,326,7.61930341507645
DOPEY1,16,6,3,0,333,39,0,11,0,408,307,307,7.61524661711146
CNTN6,35,6,1,0,362,41,1,12,0,458,353,353,7.61512177398093
PCDH18,6,4,1,0,401,19,0,1,0,432,329,329,7.61461406299984
CACNA1F,13,3,1,0,336,28,0,18,0,399,299,299,7.61140203139741
EPPK1,24,1,1,1,416,22,0,0,1,466,361,361,7.60528033991914
JMJD1C,21,6,3,0,353,34,0,9,0,426,324,324,7.60465903602614
ATP11C,7,2,4,0,243,35,1,11,0,303,214,214,7.60422113328356
MYH11,11,8,15,0,371,28,0,9,0,442,339,339,7.59998219169236
LPHN2,3,4,1,0,395,38,0,3,0,444,341,341,7.59723157553019
NBEAL1,28,7,3,0,273,43,0,11,0,365,269,269,7.59637180310188
HIVEP3,22,6,3,0,406,25,0,1,0,463,359,359,7.59127065894547
KIF14,8,3,1,0,264,22,0,9,0,307,218,218,7.58919734428287
PRDM9,5,2,0,0,519,61,0,11,0,598,488,488,7.58818190308601
GPR158,16,1,0,0,426,37,2,5,0,487,382,382,7.58296607259417
SLC9C2,8,4,0,0,329,34,0,7,0,382,285,285,7.58101358502871
MYOF,20,5,1,0,309,30,0,8,0,373,277,277,7.57798799785779
MED13L,8,9,4,0,323,25,0,5,0,374,278,278,7.57580290072371
MED12L,17,3,0,1,408,45,0,9,0,483,379,379,7.57019186032709
GLI3,17,4,0,0,439,20,1,5,0,486,382,382,7.56739530037119
NCOR2,37,19,4,0,390,15,0,8,0,473,370,370,7.56314479895491
STXBP5L,6,2,1,1,392,26,1,13,0,442,341,341,7.56300981167646
PHF3,28,14,2,0,304,38,0,6,0,392,295,295,7.56142680032214
CACNA1A,33,4,1,0,444,27,0,10,0,519,414,414,7.55718973912979
ZNF462,18,2,0,1,391,31,0,4,0,447,346,346,7.55678663767701
COL5A2,13,7,0,0,406,27,0,26,1,480,377,377,7.55636396259258
PCNXL2,15,8,0,1,385,47,0,9,0,465,363,363,7.55420536763384
TECTA,12,6,1,0,449,30,0,5,0,503,399,399,7.55314954184289
TRPM3,6,3,0,0,388,29,0,10,0,436,336,336,7.55225046914771
CCDC141,10,9,1,0,333,28,0,5,0,386,290,290,7.55138890044206
PAPPA,8,5,0,0,412,33,0,10,0,468,366,366,7.55111842865994
ANO4,7,0,0,0,350,33,0,9,1,400,303,303,7.54723128898511
FAM186A,16,7,1,0,140,21,0,0,0,185,117,117,7.54339021817221
ZNF732,3,0,0,0,145,15,0,3,0,166,102,102,7.54279423574627
GTF3C1,39,7,1,0,383,31,0,16,0,477,375,375,7.54243739039195
ANKRD12,34,16,4,1,274,37,0,3,0,369,275,275,7.54155607072592
PXDN,29,6,0,0,399,20,0,12,0,466,365,365,7.53596474894531
ZNF709,5,0,0,0,160,30,0,1,0,196,126,126,7.53540213449114
MED12,6,6,6,1,442,33,0,13,0,507,404,404,7.53458104708667
COL4A5,7,3,0,0,411,30,0,19,0,470,369,369,7.53210409932246
SORCS3,11,2,1,0,457,27,0,13,0,511,408,408,7.53188344298498
LPHN3,15,4,1,0,460,35,0,20,2,537,433,433,7.53169726284507
TRIP11,22,4,1,0,258,25,0,5,1,316,228,228,7.53094804001377
MTOR,6,6,2,0,424,29,0,6,0,473,372,372,7.52931879702023
PPFIA2,12,3,0,1,379,55,0,23,1,474,373,373,7.52841085247852
CRYBG3,4,4,1,1,238,16,0,6,0,270,188,188,7.52804092588353
KIF21A,36,7,2,0,297,41,0,17,0,400,304,304,7.52672602185186
TNC,8,4,0,0,391,30,0,9,0,442,343,343,7.5264245264112
SYTL2,15,10,0,0,306,33,0,2,0,366,273,273,7.52529262614664
COL4A1,14,8,0,0,361,24,0,24,0,431,333,333,7.52132663054942
FAM179B,11,3,1,0,291,29,0,4,0,339,249,249,7.51716968335462
CHD4,26,5,3,0,428,35,0,15,0,512,410,410,7.51590177029774
MYO9A,15,2,2,0,372,33,0,12,1,437,339,339,7.51400954246508
ZNF804B,7,15,0,0,487,35,0,2,0,546,443,443,7.51313817401353
ADGB,8,5,0,0,171,18,0,2,0,204,133,133,7.51247608413523
NRAP,14,0,2,0,345,33,0,16,0,410,314,314,7.51132096152392
MED13,17,9,5,1,320,39,0,7,0,398,303,303,7.50949513254019
FAM47C,25,0,2,0,478,22,0,0,0,527,425,425,7.50750478937402
SVIL,43,4,5,0,355,41,0,12,0,460,361,361,7.50735827545666
KIF16B,14,2,1,0,311,38,0,8,1,375,282,282,7.50724321495111
SCN3A,13,8,2,0,460,44,2,6,0,535,433,433,7.50364624883075
ADCY10,16,8,5,0,302,26,0,8,1,366,274,274,7.50269423994878
HECW2,11,2,0,0,408,32,0,14,0,467,368,368,7.50092943686665
EPHA6,5,2,1,0,407,24,0,10,1,450,352,352,7.49974609551132
C3,12,2,3,0,379,30,0,11,0,437,340,340,7.49568424286146
ALS2CR11,19,2,0,0,178,23,0,2,0,224,150,150,7.49247122297695
ABCA10,18,6,2,0,287,39,0,8,0,360,269,269,7.49231191538816
CNTNAP4,9,1,1,0,413,40,0,14,0,478,379,379,7.49182548496139
CCDC88A,20,14,0,0,261,45,0,10,1,351,261,261,7.48846329816147
NAV2,17,1,0,0,418,19,0,8,0,463,365,365,7.4874499544242
ZNF208,9,1,0,0,489,39,0,2,1,541,440,440,7.48675744912896
HCN1,10,5,0,0,477,47,0,7,0,546,445,445,7.4848857253999
DICER1,18,4,2,0,301,32,0,7,0,364,273,273,7.48417080851743
CHD6,18,5,2,1,422,53,1,13,0,515,415,415,7.48386243140856
ROBO2,14,8,1,0,436,50,0,11,0,520,420,420,7.48135493694009
ABCA5,23,9,1,0,245,38,0,8,0,324,237,237,7.48107889565214
ACACB,20,3,3,1,415,15,0,14,0,471,373,373,7.48076268252612
ERBB4,19,5,0,1,477,40,0,21,0,563,462,462,7.47952452694924
CHD1,25,12,2,1,231,23,0,11,3,308,223,223,7.47438109404194
TET1,22,11,1,0,350,34,0,6,0,424,329,329,7.4736026914628
CDH9,11,4,1,0,450,29,1,12,0,508,409,409,7.47239079982094
AHCTF1,17,5,0,0,333,34,0,10,0,399,306,306,7.46736029832448
FANCM,18,7,2,0,326,42,1,8,0,404,311,311,7.46036426969463
CR1,10,3,1,0,400,25,0,16,0,455,359,359,7.46010399529198
POLQ,20,7,1,0,406,57,1,12,0,504,406,406,7.45921636813563
SLIT3,9,2,2,1,386,27,0,11,0,438,343,343,7.45831208725816
TRPM1,14,5,0,0,311,27,0,9,0,366,276,276,7.45793625820495
MPDZ,19,2,3,0,321,24,0,12,0,381,290,290,7.45357298204255
ANKRD17,13,0,2,0,353,23,1,4,0,396,304,304,7.45145876163334
DOCK7,10,2,0,0,307,38,0,15,0,372,282,282,7.4471852692315
DIAPH2,8,7,0,0,240,34,0,10,0,299,216,216,7.44717272550277
RAD51AP2,42,11,0,0,239,35,0,0,1,328,242,242,7.44514112981694
TEP1,22,4,0,0,368,19,0,21,0,434,340,340,7.44422645629719
MAP3K1,59,40,7,0,207,63,0,12,0,388,297,297,7.4426675850643
EFCAB6,8,3,0,0,287,34,0,8,0,340,253,253,7.44147688057827
LAMB4,15,1,3,0,382,21,0,15,0,437,343,343,7.4412839774699
IGF2R,23,6,4,0,387,29,0,10,0,459,364,364,7.43970572883067
TNN,4,2,0,0,458,31,0,19,0,514,417,417,7.43941836047416
COL24A1,12,2,1,0,375,33,0,16,0,439,345,345,7.43938151376911
PIEZO1,8,2,2,0,156,3,0,4,0,175,111,111,7.43907479708686
EML5,16,6,3,0,295,33,0,14,0,367,278,278,7.43400979830375
NOTCH1,40,11,17,0,395,52,0,14,0,529,432,432,7.43384319007712
ARHGAP35,57,11,7,0,276,94,0,2,0,447,353,353,7.4322258361779
PHIP,7,4,4,0,279,27,0,13,0,334,248,248,7.43076317507747
ABCB5,7,2,0,0,407,40,0,17,0,473,378,378,7.42977414022219
CEP192,13,5,3,0,314,39,0,9,0,383,293,293,7.42938925218674
MEGF8,48,3,3,0,375,19,0,7,0,455,361,361,7.42575655507126
DOCK8,21,4,0,0,335,12,1,14,0,387,297,297,7.4234854521131
CEP152,8,4,3,0,243,35,0,5,0,298,216,216,7.42226579331045
AFF2,21,3,1,0,429,27,0,12,0,493,398,398,7.41848738323292
DSCAML1,19,4,4,0,472,23,1,10,0,533,437,437,7.41835853370857
SPG11,7,2,0,0,288,43,0,14,0,354,267,267,7.41276925505934
IQGAP2,8,1,2,0,285,31,0,9,0,336,251,251,7.40194491395951
CCDC108,32,9,6,1,347,22,0,6,0,423,332,332,7.40013335319798
KIAA2022,10,6,0,0,451,33,0,1,0,501,407,407,7.39961880682183
CASC5,18,9,0,0,293,26,0,4,0,350,264,264,7.39736908748173
PIEZO2,12,8,0,0,241,23,0,4,0,288,208,208,7.3970781950282
ZZEF1,12,1,1,0,354,29,0,11,0,408,318,318,7.39684896206357
ZNF721,5,0,2,0,226,15,0,0,0,248,173,173,7.39563996650406
BRWD1,29,17,1,0,311,42,0,10,0,410,320,320,7.39465893901033
ZNF521,10,1,2,0,380,31,0,4,1,429,338,338,7.39453859782903
MYO7A,9,2,0,0,354,21,0,10,0,396,307,307,7.39126877543171
TBC1D8B,14,0,0,0,234,35,0,7,0,290,210,210,7.39066123194314
GCN1L1,13,3,5,0,374,25,0,15,0,435,344,344,7.38936575990884
LPA,10,5,1,0,404,52,0,20,2,494,401,401,7.38715045331121
ATG2B,10,1,2,0,299,39,1,17,0,369,282,282,7.3871273235119
MYH7B,10,0,7,0,347,11,0,10,0,385,297,297,7.38512118621071
CPS1,6,3,1,0,414,24,1,20,0,469,377,377,7.38319728844983
ABCA9,15,11,0,0,299,36,0,17,0,378,291,291,7.37392761944127
YLPM1,45,7,3,0,276,60,0,4,0,395,307,307,7.37260395529173
PTPRF,2,2,2,0,313,14,0,9,0,342,258,258,7.36602789574125
KIAA0100,25,5,2,0,308,16,0,15,0,371,285,285,7.36271214671637
PCNX,12,5,1,0,333,31,0,6,0,388,301,301,7.36094911209784
CCDC144A,4,2,1,0,222,32,0,3,0,264,188,188,7.36075112753056
SIPA1L2,8,1,1,0,351,38,0,7,0,406,318,318,7.36058989852405
SMCHD1,17,4,3,0,274,32,0,15,0,345,261,261,7.36045537853478
EPHA3,21,2,0,0,385,34,1,12,0,455,365,365,7.35807716903458
DSG4,3,1,2,0,318,29,0,7,0,360,275,275,7.357615678757
HTT,27,4,4,0,374,34,1,13,0,457,367,367,7.35693161510409
MORC1,21,4,0,0,338,27,0,21,0,411,323,323,7.35568292566764
DPYD,13,2,0,0,328,24,0,12,0,379,293,293,7.35179771952683
SLITRK3,13,5,0,0,374,25,0,0,0,417,329,329,7.3502177413679
SPTBN5,7,6,2,0,365,29,0,11,0,420,332,332,7.34765013792707
DOCK5,21,4,6,0,301,23,0,13,0,368,283,283,7.34566261358065
DOCK4,17,3,0,0,374,37,0,17,0,448,359,359,7.34533316459518
EGFR,3,1,28,6,420,22,0,4,0,484,394,394,7.34462109190899
PCDH9,12,5,1,0,372,26,4,4,0,424,336,336,7.34439036449227
ADAMTS18,9,4,2,1,405,34,0,4,0,459,370,370,7.33928850469409
IGSF1,10,2,1,0,378,40,0,7,0,438,350,350,7.33435533108014
HFM1,14,12,0,0,290,40,0,21,1,378,293,293,7.33239983636185
CNTN5,10,8,0,0,416,35,0,14,0,483,394,394,7.32944625494224
KIAA2018,17,2,1,0,328,33,0,1,0,382,297,297,7.32757478735712
KCNT2,11,3,2,0,402,49,0,27,0,494,405,405,7.32626780455125
TCHH,9,4,5,1,418,17,0,0,0,454,366,366,7.32523027053764
USP24,8,5,3,0,275,38,0,10,0,339,257,257,7.32472100890439
CFH,5,5,2,0,389,40,0,15,0,456,368,368,7.32424801544152
PDGFRA,5,1,4,0,329,20,0,10,0,369,285,285,7.32302097611413
ZNF560,1,0,0,0,255,32,0,6,0,294,216,216,7.32263806454118
IGLV3-1,0,2,0,0,64,3,0,1,0,70,34,34,7.31983424424291
BAZ2B,16,2,3,0,350,33,0,6,0,410,324,324,7.31903803936788
MSH4,8,0,1,1,229,28,0,9,0,276,200,200,7.31856077312152
TRIP12,24,15,0,1,281,36,0,18,0,375,291,291,7.31540438436634
MYH9,11,3,9,2,348,30,0,14,0,417,331,331,7.31341777050808
AK9,21,7,3,1,287,21,0,7,0,347,265,265,7.31121969489528
MYOM1,10,4,1,0,305,36,0,6,0,362,279,279,7.31108901916584
VWA8,7,3,1,0,280,32,0,11,0,334,253,253,7.31015670033277
HECW1,18,6,1,0,448,36,0,15,0,524,436,436,7.30707567483965
PCDHB8,2,1,0,0,404,22,0,0,0,429,343,343,7.30505909916381
BCORL1,58,4,3,0,312,21,0,6,1,405,320,320,7.30448017146143
WDR96,9,1,0,0,282,27,0,8,0,327,247,247,7.29915465585405
C6,7,9,0,0,377,44,0,3,0,440,354,354,7.29867747844402
ROCK1,31,10,1,2,222,39,0,11,0,316,237,237,7.29636089822863
SDK2,21,6,0,0,356,27,1,7,0,418,333,333,7.29446527046325
CIT,5,3,2,0,332,24,0,14,0,380,297,297,7.28921052145473
ZC3H13,36,12,0,0,272,61,0,3,0,384,301,301,7.28506303877724
SORCS1,9,2,0,0,413,44,1,18,0,487,401,401,7.28247423231288
NLRP3,14,3,0,0,387,31,0,8,0,443,358,358,7.28020060921874
DLC1,26,6,1,0,359,17,0,3,1,413,329,329,7.27971205559938
HEATR1,8,5,2,0,326,19,0,11,0,371,289,289,7.278636063757
XDH,7,3,2,0,335,14,0,8,2,371,289,289,7.278636063757
RGPD4,10,2,0,0,398,33,0,5,0,448,363,363,7.27803011763432
BRAF,7,1,6,0,805,17,0,7,0,843,770,770,7.27792376482323
ASCC3,17,6,0,0,316,43,0,10,0,392,309,309,7.27746388547522
TDRD6,10,5,4,0,336,36,0,1,0,392,309,309,7.27746388547522
PIK3C2G,13,7,1,0,310,32,0,10,0,373,291,291,7.27638889431639
ZNF407,8,2,3,0,318,29,0,1,0,361,280,280,7.26945012724815
COL21A1,7,1,0,0,295,33,0,9,0,345,265,265,7.26908010011202
DOCK1,10,5,3,0,281,24,0,8,0,331,252,252,7.26806317765401
CTNND2,19,6,0,0,427,34,0,11,0,497,412,412,7.26614915946998
PLXNC1,9,7,1,0,246,34,0,10,0,307,230,230,7.2644445092617
GRM8,16,6,0,0,395,27,0,9,0,453,369,369,7.25966629147462
WDR17,9,3,0,0,339,30,0,10,0,391,309,309,7.2588989265837
MTUS2,7,2,2,0,421,26,0,4,0,462,378,378,7.25698869510074
RALGAPA2,12,3,0,0,268,20,0,8,0,311,234,234,7.25611579016595
PLXNA1,16,4,0,1,328,19,0,6,0,374,293,293,7.25480830370193
KAT6A,10,0,2,0,318,22,0,5,0,357,277,277,7.2529268504966
NOS1,19,4,0,0,428,29,0,10,0,490,406,406,7.2520159134652
ATAD5,32,9,1,0,247,30,0,8,0,327,249,249,7.25107518128897
MSH6,12,8,7,0,193,47,0,2,0,269,196,196,7.25092756648224
DSG3,9,3,0,0,294,30,0,8,0,344,265,265,7.24801030272039
SYCP1,18,3,0,0,241,38,0,17,0,317,240,240,7.24450261631891
ZFPM2,9,0,0,0,399,37,0,5,0,450,367,367,7.2442433846758
ATP10A,5,4,1,0,414,23,0,6,0,453,370,370,7.24335009286802
COL27A1,15,2,0,0,324,19,0,27,0,387,306,306,7.24277803371322
HELZ2,13,6,0,0,335,10,0,4,0,368,288,288,7.240434101477
BRINP3,13,5,0,0,480,31,0,7,1,537,454,454,7.23920641845079
KIF1A,14,2,2,0,346,23,0,7,0,394,313,313,7.23725506852349
TLN2,11,4,1,0,373,31,0,13,0,433,351,351,7.23348233343013
HECTD1,11,4,6,0,319,29,0,7,0,376,296,296,7.23257866280343
TRHDE,8,1,0,1,397,29,0,9,0,445,363,363,7.22929330881088
ATP8A2,4,3,0,0,273,27,0,19,0,326,249,249,7.22890063945017
MYO7B,10,0,3,0,399,32,0,12,0,456,374,374,7.22641248086232
TSHZ3,16,8,2,0,405,24,0,1,0,456,374,374,7.22641248086232
HEATR5B,15,10,1,1,299,30,0,7,0,363,284,284,7.22483652266732
SHPRH,21,8,0,1,268,29,0,3,0,330,253,253,7.22260991350244
KIAA1549,23,3,2,1,326,27,0,6,0,388,308,308,7.22252082933872
KIF26B,10,2,0,0,390,18,1,2,0,423,342,342,7.22035081623156
ARMC4,4,5,0,0,315,36,1,7,0,368,289,289,7.21977916836274
TMEM132B,11,0,0,1,383,28,0,3,0,426,345,345,7.21908092224519
ABCB4,22,5,2,0,279,39,1,2,1,351,273,273,7.21687899392752
ATP13A5,5,3,0,0,285,27,0,13,2,335,258,258,7.21526124290444
GRM1,11,4,0,0,397,26,0,2,0,440,359,359,7.21416650094169
ADAMTS3,9,1,0,0,296,25,1,5,0,337,260,260,7.21247452795288
PRDM2,23,6,1,0,274,15,0,3,0,322,246,246,7.21147579022036
NBEAL2,10,3,2,0,321,14,0,6,0,356,278,278,7.21119206592952
GRIN2B,1,3,0,0,436,21,0,7,0,468,387,387,7.20865762000954
PCDHB7,3,0,0,1,395,14,0,1,0,414,334,334,7.20673664723227
NCAM2,13,2,0,0,312,47,0,14,0,388,309,309,7.20320404990915
PCSK5,5,4,0,0,338,30,0,11,0,388,309,309,7.20320404990915
ACACA,11,5,0,0,367,28,0,12,0,423,343,343,7.20289044043425
GRM3,4,2,0,0,353,26,0,3,2,390,311,311,7.20183679500224
CDK5RAP2,13,2,0,2,258,24,1,14,0,314,239,239,7.20050469426521
FILIP1,12,4,4,0,287,42,0,0,0,349,272,272,7.197447266616
ROBO1,24,5,0,0,349,60,0,11,2,451,371,371,7.19520519751264
NOTCH3,16,8,1,0,360,14,1,10,0,410,331,331,7.19065056572737
NLRC4,9,1,0,0,234,23,0,3,0,270,199,199,7.18867180385915
FSTL5,15,8,2,0,350,39,0,3,0,417,338,338,7.18769835733032
EPG5,19,4,1,1,350,34,0,10,0,419,340,340,7.18693752347586
KCNH7,9,5,1,0,364,31,0,10,0,420,341,341,7.18657040928532
MAST4,14,2,2,0,333,30,0,6,0,387,309,309,7.18463909101763
NEBL,2,1,1,0,271,33,0,17,0,325,250,250,7.18308882087132
TNIK,19,7,2,0,279,48,0,9,1,365,288,288,7.18140882347583
NUP205,15,4,1,0,291,38,0,18,0,367,290,290,7.17968841052392
EXPH5,14,7,0,0,318,27,0,2,0,368,291,291,7.1788501691915
PIK3R1,41,27,97,22,155,77,0,44,0,463,384,384,7.1779991244147
SLITRK2,14,6,0,0,331,22,0,0,0,373,296,296,7.1748719181534
DUSP27,9,3,0,0,367,26,1,1,0,407,329,329,7.17395352694661
CCDC73,43,8,0,0,191,46,0,13,0,301,228,228,7.17346632925362
COL4A6,7,4,0,0,312,36,0,17,0,376,299,299,7.17264953334693
CCDC171,5,3,3,0,217,31,0,7,0,266,196,196,7.17006220328727
KIAA1731,7,1,1,0,158,18,0,4,1,190,129,129,7.16923678749272
ADAMTSL3,9,2,2,0,360,47,0,10,0,430,352,352,7.16642404682193
BZRAP1,5,1,3,0,299,27,0,3,0,338,263,263,7.16604865727549
SLITRK1,13,7,0,0,348,19,0,0,0,387,310,310,7.16548340972053
COL1A2,11,2,1,0,391,15,0,17,1,438,360,360,7.16480151597167
MLLT4,15,3,3,0,261,48,1,10,0,341,266,266,7.16260072373867
CADPS,5,2,1,0,323,24,0,10,0,365,289,289,7.16092227296848
ARHGAP21,12,7,0,0,285,32,0,8,0,344,269,269,7.15932027470424
TJP1,11,4,2,0,253,33,0,7,0,310,237,237,7.157822400161
MYLK,7,6,0,0,374,17,0,1,0,405,328,328,7.1567176495731
TMEM132D,16,8,0,0,468,26,0,4,0,522,445,445,7.15587975944826
CACNA1G,14,1,2,0,373,14,0,11,0,415,338,338,7.15322498391387
LTBP2,21,3,0,0,330,18,0,6,0,378,302,302,7.15162582941239
NLRP13,9,0,0,0,327,36,0,4,2,378,302,302,7.15162582941239
ITGA8,6,1,0,0,315,32,0,25,0,379,303,303,7.15100164631339
MAP3K4,17,2,0,0,293,36,0,5,0,353,278,278,7.15042359346382
DDX60,9,1,1,0,263,32,0,11,0,317,244,244,7.14712644566672
DIP2C,12,1,2,0,291,18,1,10,0,335,261,261,7.14710884582363
CNTN4,11,3,0,0,336,33,1,4,0,388,312,312,7.1459193523384
KIF21B,5,2,1,0,342,30,0,9,0,389,313,313,7.14541173009045
RTTN,15,5,1,0,300,26,0,12,0,359,284,284,7.14522399900157
MYO10,16,6,1,0,330,33,0,5,0,391,315,315,7.14442922384915
NLRC5,26,8,1,0,284,31,0,12,0,362,287,287,7.14282820142583
KCNH5,11,2,0,1,345,31,1,4,0,395,319,319,7.14259182864746
EHMT1,3,0,0,0,236,11,0,5,0,255,187,187,7.14060267658629
FLT1,10,5,0,0,321,21,0,9,0,366,291,291,7.13983467914155
ABCA2,8,2,0,0,275,11,0,10,0,306,234,234,7.13945798003467
PRPF8,6,1,3,1,305,19,0,7,1,343,269,269,7.1385082971615
YTHDC2,8,1,0,0,211,33,0,14,0,267,198,198,7.13794135455272
COL4A3,10,0,0,0,332,19,0,9,0,370,295,295,7.13706101050814
TLN1,11,2,1,0,331,21,0,9,0,375,300,300,7.13388783093609
TTC40,20,1,0,0,296,21,1,10,0,349,275,275,7.13279964412831
LIFR,8,4,1,0,253,42,0,3,0,311,239,239,7.13171006342828
CDH8,16,4,2,0,396,26,0,6,0,450,374,374,7.13132810611413
MCF2L2,12,3,0,0,254,26,0,17,1,313,241,241,7.12878634144001
ZEB2,13,1,1,0,342,29,0,3,0,389,314,314,7.12659476593367
NOTCH2,23,15,1,0,305,34,0,12,0,390,315,315,7.1261570263457
ADAMTS16,6,2,0,0,425,36,0,17,0,486,411,411,7.11975023791696
NOTCH4,14,8,1,0,370,21,0,7,0,421,346,346,7.11724200103361
CPED1,8,6,1,0,283,28,0,17,0,343,270,270,7.11676576133977
CAD,15,3,0,1,326,24,0,5,0,374,300,300,7.1148641300536
COL11A2,15,6,0,1,315,22,0,16,0,375,301,301,7.1143193738059
CNTRL,15,1,2,0,265,36,0,6,0,325,253,253,7.11317642996452
ITSN1,15,7,2,0,254,29,0,18,0,325,253,253,7.11317642996452
SHANK2,14,2,1,0,343,15,0,4,0,379,305,305,7.11225820865558
LOXHD1,8,0,0,0,193,11,0,4,0,216,153,153,7.11099190928983
PLXNA2,11,4,0,0,351,17,0,6,0,389,315,315,7.10788482884225
HEPH,8,7,1,0,341,27,0,9,0,393,319,319,7.10642680673026
ZNF106,19,2,0,1,216,37,0,6,0,281,212,212,7.10624103096391
LTN1,22,8,1,0,244,24,0,13,0,312,241,241,7.10601066622774
RASA1,35,5,8,0,190,77,0,17,1,333,261,261,7.1044395392814
GRM7,13,4,0,0,346,28,0,9,0,400,326,326,7.10424560846289
ST18,11,3,1,0,356,21,0,13,0,405,331,331,7.10295970516972
ANKHD1,15,6,3,1,337,39,0,6,0,407,333,333,7.10250565808264
RBBP6,29,10,5,0,276,33,0,9,0,362,289,289,7.10206537757422
PARP14,13,9,3,0,255,28,0,7,0,315,244,244,7.10203416525241
ZNF479,7,0,0,0,321,35,0,2,0,365,292,292,7.10021576127133
MYO3B,7,7,3,0,272,18,0,10,0,317,246,246,7.09949635248402
RALGAPA1,15,7,1,0,257,28,0,10,0,318,247,247,7.09826049101403
BPTF,13,3,4,0,321,32,0,3,0,376,303,303,7.094397411646
SCN8A,2,4,1,0,322,10,0,6,0,345,273,273,7.09351354103987
MECOM,26,6,2,0,315,18,0,12,0,379,306,306,7.09305652397238
SPTBN2,12,1,0,0,344,17,0,6,0,380,307,307,7.09263165319205
OVCH1,9,2,0,0,268,26,0,18,0,323,252,252,7.0924000192817
MYH10,10,1,3,1,307,18,0,6,1,347,275,275,7.09192400146855
KNTC1,21,5,0,0,279,23,0,20,0,348,276,276,7.09115250780143
DOPEY2,22,8,1,0,325,28,0,5,0,389,316,316,7.08928098113374
SPATA31D1,13,3,1,0,408,39,0,2,0,466,393,393,7.08646189244997
RFX6,14,1,1,0,274,30,1,9,0,330,259,259,7.08503837156419
SPTB,5,0,9,0,377,28,0,9,0,428,355,355,7.08301507832301
ABCC2,11,3,0,0,235,20,0,12,0,281,213,213,7.07905755972366
USP29,9,8,0,0,322,27,0,2,0,368,296,296,7.07869401040336
BTAF1,13,3,2,0,256,28,0,13,0,315,245,245,7.07828340334161
RPGRIP1,8,2,1,0,240,28,0,4,0,283,215,215,7.07536646220753
HEPHL1,7,3,2,0,294,25,0,10,0,341,270,270,7.07526858488881
ZNF318,19,6,1,0,282,32,0,5,0,345,274,274,7.07221178355827
OTOF,10,3,2,0,410,26,0,15,0,466,394,394,7.07147402650742
POLA1,2,4,0,0,213,15,0,13,0,247,182,182,7.07001692171336
KIAA1549L,9,2,0,0,363,14,0,5,0,393,321,321,7.06977806043287
CACNA2D3,10,2,0,0,289,30,0,18,0,349,278,278,7.06939896350956
JAK1,55,24,3,0,166,29,0,11,0,288,220,220,7.06668571835051
